date_start,date_end,card,descript,platform,detail_date,detail_card,detail_desc,detail_goods,detail_limit,update_dt
2022.09.10,2022.09.15,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 9. 10 (토) ~ 9. 15 (목) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-15 00:37:36.431743
2022.09.16,2022.09.16,현대카드,SSGPAY로 7만원 이상 결제 시 8% 청구할인,ssg.com,2022. 9. 16 (금) (※승인일시 기준),"SSG.COM카드, SSG.COM카드 Edition2 등 모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 8% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-09-16 00:36:14.337446
2022.09.17,2022.09.18,신한카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 17 (토) ~ 9. 18 (일) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-09-18 00:37:47.526599
2022.09.17,2022.09.18,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 9. 17 (토) ~ 9. 18 (일) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-18 00:37:47.526599
2022.09.15,2022.09.18,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 9. 15 (목) ~ 9. 18 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-18 00:37:47.526599
2022.09.12,2022.09.18,롯데카드,대상상품 10% 청구할인 ,shinsegae mall,2022. 9. 12 (월) ~ 9. 18 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",롯데카드로 까사미아/프리미엄아울렛 상품 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 롯데카드로 결제 시에도 할인 적용,까사미아/프리미엄아울렛 상품 (※일부상품 제외),까사미아/프리미엄아울렛 청구할인 상품을 함께 결제 할 경우 청구할인 적용이 불가하니 반드시 각각 결제하시기 바랍니다.,2022-09-18 00:37:47.526599
2022.09.19,2022.09.20,KB국민카드,7만원 이상 결제 시 5% 청구할인 ,ssg.com,2022. 9. 19 (월) ~ 9. 20 (화) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",KB국민카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도 (가족카드 회원 포함),2022-09-20 00:36:34.989421
2022.09.19,2022.09.20,SSG.COM삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 19 (월) ~ 9. 20 (화) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSGPAY로 SSG.COM삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),반드시 'SSG.COM삼성카드' 선택 후 결제하여야 7% 청구할인이 적용됩니다. (삼성카드 선택 후 SSG.COM삼성카드로 결제 시 7% 적용 불가),2022-09-20 00:36:34.989421
2022.09.21,2022.09.22,삼성카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 9. 21 (수) ~ 9. 22 (목) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-09-22 00:34:04.674833
2022.09.21,2022.09.22,롯데카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 9. 21 (수) ~ 9. 22 (목) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-09-22 00:34:04.674833
2022.09.19,2022.09.22,SSG.COM카드 Edition2,"스마일클럽 고객 전용, 7만원 이상 결제 시 8% 청구할인",ssg.com,2022. 9. 19 (월) ~ 9. 22 (목) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-09-22 00:34:04.674833
2022.09.23,2022.09.23,"현대카드, SSG.COM카드 Edition2","7만원 이상 결제 시 5%, 8% 청구할인",ssg.com,2022. 9. 23 (금) (※승인일시 기준),"모든 현대카드, SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","현대카드 7만원 이상 결제 시 5%, SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인","SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-09-23 00:41:48.531702
2022.09.23,2022.09.23,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 9. 23 (금) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-23 00:41:48.531702
2022.09.24,2022.09.24,삼성카드,7만원 이상 결제 시 5% 청구할인 ,ssg.com,2022. 9. 24 (토) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 5만원 한도,2022-09-24 00:38:52.344858
2022.09.25,2022.09.25,KB국민카드,7만원 이상 결제 시 5% 청구할인 ,ssg.com,2022. 9. 25 (일) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",KB국민카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도 (가족카드 회원 포함),2022-09-25 00:34:43.433345
2022.09.25,2022.09.25,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 9. 25 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-25 00:34:43.433345
2022.09.24,2022.09.25,롯데카드,SSGPAY로 7만원 이상 결제 시 5% 청구할인,ssg.com,2022. 9. 24 (토) ~ 9. 25 (일) (※승인일시 기준),"롯데카드 (※단, 법인/기프트/체크카드 제외)",SSGPAY로 롯데카드 7만원 이상 결제 시 5% 청구할인,SSG.COM상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-09-25 00:34:43.433345
2022.09.24,2022.09.25,SSG.COM카드 Edition2,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 9. 24 (토) ~ 9. 25 (일) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 5% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-25 00:34:43.433345
2022.09.19,2022.09.25,신한카드,대상상품 10% 청구할인 ,shinsegae mall,2022. 9. 19 (월) ~ 9. 25 (일) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",구찌/버버리/프리미엄아울렛/까사미아 상품 신한카드로 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 신한카드로 결제 시에도 할인 적용,구찌/버버리/프리미엄아울렛/까사미아 상품 (※일부상품 제외),구찌/버버리/프리미엄아울렛/까사미아 상품 행사 상품을 함께 결제 할 경우 청구할인 적용이 불가하니 반드시 각각 결제하시기 바랍니다.,2022-09-25 00:34:43.433345
2022.09.26,2022.09.26,삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 26 (월) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/올앳카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),삼성카드 1인 1일 20만원 한도,2022-09-26 00:37:28.379775
2022.09.26,2022.09.26,신한카드,위크엔드 막스마라 10% 청구할인 ,shinsegae mall,2022. 9. 26 (월) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",위크엔드 막스마라 상품 신한카드로 10만원 이상 결제 시 10% 청구할인 Tip SSGPAY에 등록된 신한카드로 결제 시에도 할인 적용,위크엔드 막스마라 상품 (※일부상품 제외),1인 1일 최대 15만원 한도,2022-09-26 00:37:28.379775
2022.09.27,2022.09.28,신한카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 27 (화) ~ 9. 28 (수) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-09-28 00:43:39.899832
2022.09.27,2022.09.28,SSG.COM삼성카드,최대 3만원! 7% 즉시할인 ,ssg.com,2022. 9. 27 (화) ~ 9. 28 (수) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 7% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-09-28 00:43:39.899832
2022.09.29,2022.09.29,신한카드,7만원 이상 결제 시 5% 청구할인 ,ssg.com,2022. 9. 29 (목) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",신한카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-09-29 00:48:44.387067
2022.09.29,2022.09.29,KB국민카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 29 (목) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",SSGPAY로 KB국민카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도 (가족카드 회원 포함),2022-09-29 00:48:44.387067
2022.09.29,2022.09.30,SSG.COM삼성카드,SSGPAY로 7만원 이상 결제 시 7% 청구할인,ssg.com,2022. 9. 29 (목) ~ 9. 30 (금) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSGPAY로 SSG.COM삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),반드시 'SSG.COM삼성카드' 선택 후 결제하여야 7% 청구할인이 적용됩니다. (삼성카드 선택 후 SSG.COM삼성카드로 결제 시 7% 적용 불가),2022-09-29 00:48:44.387067
2022.09.26,2022.09.30,SSG.COM카드 Edition2,"스마일클럽 고객 전용, 7만원 이상 결제 시 8% 청구할인",ssg.com,2022. 9. 26 (월) ~ 9. 30 (금) (※승인일시 기준),"SSG.COM카드 Edition2 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)","스마일클럽 고객 SSG.COM카드 Edition2 7만원 이상 결제 시 8% 청구할인 (※스마일클럽 고객이 아닐 경우, 청구할인 적용불가)","SSG.COM 상품 (※서비스 상품, 상품권 및 오픈마켓, 일부상품 제외)",SSG.COM카드 Edition2 1인 1일 5만원 한도,2022-09-29 00:48:44.387067
2022.07.08,2023.06.28,스마일클럽 전용 카드,스마일클럽 가입비 100% 지원 SSG머니 최대 12% 적립,ssg.com,,,,,,2022-09-29 00:48:44.387067
2022.03.28,2023.02.16,현대카드,장기무이자 최대 20개월 혜택! ,ssg.com,,,,,,2022-09-29 00:48:44.387067
